Firm #,E/A,ROA,D/A,OPM,ATR,Size,QR,CR,Default=1,,
2852,0.50,0.71,0.50,0.34,2.09,1063.96,1.68,2.46,0,,
2853,0.53,0.58,0.47,0.26,2.21,1000.47,2.03,2.41,0,,
2854,0.61,0.44,0.39,0.26,1.67,1005.29,2.11,2.91,0,,
2855,0.66,0.58,0.34,0.25,2.31,1213.34,2.57,2.88,0,,
2856,0.58,0.71,0.42,0.37,1.92,1021.77,1.69,1.92,0,,
2857,0.65,0.65,0.35,0.39,1.66,922.12,2.21,2.25,0,,
2858,0.63,0.75,0.37,0.45,1.65,984.36,1.99,3.66,0,,
2859,0.51,0.92,0.49,0.42,2.18,1051.84,1.66,2.52,0,,
2860,0.46,0.50,0.54,0.22,2.24,972.12,1.11,1.93,0,,
2861,0.54,0.77,0.46,0.41,1.89,1226.37,2.13,2.33,0,,
2862,0.39,0.69,0.61,0.35,1.96,1070.08,1.69,2.29,1,,
2863,0.75,0.41,0.25,0.20,2.05,932.24,2.46,3.10,0,,
2864,0.60,0.49,0.40,0.28,1.75,897.28,1.44,1.68,0,,
2865,0.59,0.60,0.41,0.29,2.08,959.86,1.63,2.72,0,,
2866,0.44,1.00,0.56,0.33,3.02,1216.99,1.67,2.91,0,,
2867,0.55,0.65,0.45,0.32,2.00,1029.77,2.96,2.78,0,,
2868,0.63,0.51,0.37,0.28,1.83,1032.50,2.25,2.62,0,,
2869,0.54,0.62,0.46,0.27,2.31,1036.14,2.75,2.74,0,,
2870,0.54,0.74,0.46,0.43,1.71,1000.93,2.06,2.83,0,,
2871,0.58,0.75,0.42,0.45,1.67,1162.93,1.68,2.54,0,,
2872,0.80,0.54,0.20,0.31,1.72,941.45,2.28,2.00,0,,
2873,0.50,0.67,0.50,0.33,2.03,1257.29,2.41,3.46,0,,
2874,0.95,0.60,0.05,0.37,1.62,1002.44,2.88,3.14,0,,
2875,0.59,0.58,0.41,0.27,2.18,887.11,2.20,2.60,0,,
2876,0.76,0.47,0.24,0.24,1.95,838.70,2.24,2.80,0,,
2877,0.64,0.52,0.36,0.30,1.73,885.25,1.90,2.28,0,,
2878,0.46,0.81,0.54,0.43,1.89,1048.40,1.50,1.48,0,,
2879,0.65,0.53,0.35,0.28,1.90,968.96,2.63,2.61,0,,
2880,0.41,0.78,0.59,0.39,2.00,1146.26,1.77,1.93,0,,
2881,0.52,0.74,0.48,0.31,2.43,1185.52,2.07,3.35,0,,
2882,0.62,0.82,0.38,0.32,2.58,1076.84,1.78,2.59,0,,
2883,0.69,0.18,0.31,0.09,2.01,889.51,2.29,3.16,0,,
2884,0.65,0.77,0.35,0.43,1.81,961.45,1.59,2.31,0,,
2885,0.56,0.82,0.44,0.41,2.02,1070.97,1.28,1.75,0,,
2886,0.84,0.34,0.16,0.15,2.30,928.80,2.29,3.06,0,,
2887,0.54,0.17,0.46,0.07,2.40,983.00,2.47,3.22,0,,
2888,0.57,0.83,0.43,0.47,1.78,1176.89,2.53,2.83,0,,
2889,0.52,0.70,0.48,0.32,2.17,953.10,1.67,1.99,0,,
2890,0.40,0.73,0.60,0.43,1.69,1122.04,1.60,2.34,0,,
2891,0.63,0.69,0.37,0.35,1.97,899.43,1.33,1.23,0,,
2892,0.70,0.57,0.30,0.32,1.77,1065.60,2.05,3.72,0,,
2893,0.48,0.66,0.52,0.44,1.50,1255.38,2.33,2.82,0,,
2894,0.51,0.67,0.49,0.36,1.85,1113.83,2.02,3.34,0,,
2895,0.61,0.28,0.39,0.13,2.12,826.55,1.44,1.72,0,,
2896,0.66,0.65,0.34,0.35,1.85,1007.77,1.96,2.77,0,,
2897,0.58,0.52,0.42,0.27,1.90,949.43,1.88,2.71,0,,
2898,0.71,0.61,0.29,0.30,2.07,869.25,1.95,2.20,0,,
2899,0.59,0.65,0.41,0.32,2.02,938.74,1.77,2.17,0,,
2900,0.66,0.51,0.34,0.32,1.58,792.37,1.73,1.17,0,,
2901,0.68,0.38,0.32,0.23,1.65,860.29,1.80,2.60,0,,
2902,0.50,0.62,0.50,0.26,2.36,1131.56,2.21,2.09,0,,
2903,0.60,0.45,0.40,0.20,2.30,1013.85,1.96,3.30,0,,
2904,0.46,0.76,0.54,0.43,1.76,867.06,1.03,2.00,1,,
2905,0.71,0.47,0.29,0.29,1.64,1027.51,1.44,2.13,0,,
2906,0.58,0.66,0.42,0.35,1.90,1090.64,1.99,2.80,0,,
2907,0.70,0.67,0.30,0.38,1.76,889.47,1.82,2.36,0,,
2908,0.54,0.44,0.46,0.20,2.20,930.59,1.84,2.58,1,,
2909,0.47,0.57,0.53,0.21,2.63,1084.44,2.36,3.14,0,,
2910,0.50,0.75,0.50,0.30,2.47,963.24,2.05,2.93,0,,
2911,0.81,0.51,0.19,0.33,1.56,830.92,1.62,2.62,0,,
2912,0.53,0.54,0.47,0.23,2.36,934.94,2.42,2.57,0,,
2913,0.60,0.53,0.40,0.23,2.33,1041.18,2.71,3.37,0,,
2914,0.57,0.79,0.43,0.36,2.19,1058.61,2.52,3.47,0,,
2915,0.65,0.67,0.35,0.32,2.09,952.88,1.94,2.81,0,,
2916,0.77,0.62,0.23,0.32,1.93,868.42,2.71,3.59,0,,
2917,0.51,0.73,0.49,0.39,1.89,1021.05,1.89,1.75,0,,
2918,0.65,0.65,0.35,0.39,1.66,919.60,2.00,1.68,0,,
2919,0.63,0.28,0.37,0.12,2.26,1050.62,2.27,3.47,0,,
2920,0.58,0.69,0.42,0.32,2.16,868.27,2.12,2.37,0,,
2921,0.35,0.90,0.65,0.39,2.32,1079.87,1.55,1.77,0,,
2922,0.37,0.36,0.63,0.18,1.99,886.00,1.24,1.81,0,,
2923,0.73,0.50,0.27,0.28,1.77,1044.42,1.90,2.55,0,,
2924,0.65,0.77,0.35,0.40,1.96,1085.45,1.90,2.54,0,,
2925,0.50,0.39,0.50,0.17,2.26,920.90,1.36,2.53,1,,
2926,0.81,0.46,0.19,0.26,1.74,874.36,1.88,2.65,0,,
2927,0.48,0.56,0.52,0.27,2.10,1062.09,1.54,1.97,0,,
2928,0.63,0.60,0.37,0.36,1.65,1006.73,2.16,2.07,0,,
2929,0.46,0.55,0.54,0.22,2.52,825.22,2.13,2.51,0,,
2930,0.69,0.34,0.31,0.17,2.01,758.87,1.81,3.17,0,,
2931,0.69,0.61,0.31,0.41,1.48,934.72,1.93,2.76,0,,
2932,0.37,0.85,0.63,0.39,2.16,1208.36,1.64,2.16,0,,
2933,0.54,0.72,0.46,0.45,1.62,1078.19,2.22,2.27,0,,
2934,0.63,0.73,0.37,0.38,1.93,937.14,1.48,2.62,1,,
2935,0.70,0.61,0.30,0.34,1.79,1021.46,2.45,2.14,0,,
2936,0.49,0.77,0.51,0.33,2.30,1015.04,2.06,2.36,1,,
2937,0.57,0.32,0.43,0.18,1.83,837.95,1.01,1.92,0,,
2938,0.83,0.46,0.17,0.25,1.80,913.51,2.05,2.87,0,,
2939,0.69,0.60,0.31,0.30,1.97,941.80,1.93,2.72,0,,
2940,0.30,0.80,0.70,0.41,1.95,1100.34,1.90,2.34,0,,
2941,0.60,0.44,0.40,0.21,2.11,889.88,2.19,2.14,0,,
2942,0.80,0.53,0.20,0.27,1.98,938.41,2.18,2.74,0,,
2943,0.69,0.64,0.31,0.45,1.42,930.79,1.55,2.01,0,,
2944,0.64,0.52,0.36,0.24,2.17,890.62,1.14,2.69,0,,
2945,0.53,0.78,0.47,0.32,2.40,1145.25,2.09,2.97,0,,
2946,0.62,0.62,0.38,0.31,1.98,999.34,2.33,2.38,0,,
2947,0.59,0.35,0.41,0.21,1.64,822.94,1.65,2.98,0,,
2948,0.60,0.62,0.40,0.34,1.86,1110.65,2.17,1.89,0,,
2949,0.70,0.71,0.30,0.30,2.34,948.99,2.05,2.14,1,,
2950,0.48,0.20,0.52,0.09,2.18,957.05,1.23,1.66,1,,
2951,0.64,1.01,0.36,0.51,1.97,993.68,1.83,2.57,1,,
2952,0.65,0.72,0.35,0.43,1.70,1176.37,2.47,2.38,0,,
2953,0.58,0.70,0.42,0.42,1.65,1185.46,2.20,2.02,0,,
2954,0.61,0.73,0.39,0.38,1.90,1025.24,2.23,2.62,0,,
2955,0.65,0.49,0.35,0.26,1.92,900.59,1.80,2.00,0,,
2956,0.59,0.44,0.41,0.19,2.37,1067.31,1.87,2.44,0,,
2957,0.39,0.63,0.61,0.30,2.13,1089.26,2.02,2.29,0,,
2958,0.55,0.58,0.45,0.36,1.60,993.77,1.86,2.21,0,,
2959,0.67,0.76,0.33,0.47,1.61,1156.34,2.05,2.32,0,,
2960,0.69,0.32,0.31,0.18,1.74,999.54,1.51,1.94,0,,
2961,0.62,1.04,0.38,0.48,2.16,1107.13,2.01,2.19,0,,
2962,0.76,0.36,0.24,0.17,2.19,970.22,2.21,3.48,0,,
2963,0.42,0.91,0.58,0.42,2.19,1112.75,2.32,2.09,0,,
2964,0.58,0.68,0.42,0.30,2.30,1065.60,2.30,2.73,0,,
2965,0.72,0.19,0.28,0.09,2.17,956.81,2.76,2.45,0,,
2966,0.59,0.88,0.41,0.55,1.60,1170.63,2.21,2.83,0,,
2967,0.74,0.23,0.26,0.15,1.49,775.95,1.72,2.27,1,,
2968,0.54,0.60,0.46,0.24,2.49,1045.90,2.09,3.27,0,,
2969,0.62,0.49,0.38,0.25,1.93,1022.12,2.04,3.02,0,,
2970,0.60,0.57,0.40,0.26,2.16,894.71,1.83,2.88,0,,
2971,0.56,0.65,0.44,0.33,1.99,1011.28,2.49,2.79,0,,
2972,0.51,0.75,0.49,0.35,2.14,1003.82,1.31,1.75,1,,
2973,0.68,0.79,0.32,0.49,1.62,1006.25,2.12,2.26,0,,
2974,0.75,0.63,0.25,0.41,1.54,991.30,1.96,2.30,0,,
2975,0.61,0.81,0.39,0.39,2.05,986.73,2.52,2.92,0,,
2976,0.68,0.52,0.32,0.22,2.39,1049.98,1.91,2.90,0,,
2977,0.56,0.65,0.44,0.41,1.57,1031.41,1.84,1.85,0,,
2978,0.79,0.57,0.21,0.24,2.33,1090.50,2.35,3.53,0,,
2979,0.51,0.75,0.49,0.29,2.60,1069.00,1.83,2.33,0,,
2980,0.57,0.77,0.43,0.36,2.15,1027.56,1.94,2.39,0,,
2981,0.71,0.37,0.29,0.16,2.32,960.88,1.94,2.30,0,,
2982,0.63,0.12,0.37,0.06,2.03,930.77,2.29,2.84,0,,
2983,0.52,0.64,0.48,0.28,2.31,1131.44,2.17,2.55,0,,
2984,0.36,0.64,0.64,0.27,2.39,991.69,1.72,1.95,1,,
2985,0.64,0.83,0.36,0.38,2.21,1093.39,1.73,2.68,0,,
2986,0.46,0.73,0.54,0.30,2.43,967.10,1.61,2.17,0,,
2987,0.69,0.74,0.31,0.42,1.75,1069.00,1.96,2.57,0,,
2988,0.58,0.56,0.42,0.25,2.23,912.45,1.84,2.40,0,,
2989,0.62,0.75,0.38,0.36,2.10,1030.48,2.28,3.47,0,,
2990,0.57,0.62,0.43,0.35,1.74,1132.16,2.53,3.03,0,,
2991,0.65,0.70,0.35,0.33,2.12,1026.82,2.16,2.66,0,,
2992,0.74,0.35,0.26,0.18,1.97,852.74,2.39,2.53,0,,
2993,0.63,0.60,0.37,0.30,1.99,946.48,2.26,2.30,0,,
2994,0.56,0.68,0.44,0.30,2.29,1043.79,1.62,2.64,0,,
2995,0.65,0.50,0.35,0.23,2.16,1016.95,1.96,3.23,0,,
2996,0.62,0.63,0.38,0.27,2.36,956.05,1.68,2.33,0,,
2997,0.56,0.50,0.44,0.26,1.93,1019.23,2.05,2.45,0,,
2998,0.55,0.54,0.45,0.28,1.94,939.69,1.37,2.11,0,,
2999,0.67,0.39,0.33,0.20,1.96,935.63,2.07,2.33,0,,
3000,0.63,0.36,0.37,0.18,2.08,966.24,2.33,3.03,0,,
3001,0.51,0.56,0.49,0.25,2.19,993.26,2.00,2.91,0,,
3002,0.57,0.52,0.43,0.28,1.87,980.12,1.85,2.65,0,,
3003,0.73,0.88,0.27,0.37,2.38,1106.81,2.90,2.85,0,,
3004,0.45,0.63,0.55,0.27,2.30,1027.91,1.90,2.78,0,,
3005,0.66,0.96,0.34,0.44,2.19,897.71,2.07,2.59,0,,
3006,0.67,0.30,0.33,0.15,1.94,959.24,1.94,2.54,0,,
3007,0.74,0.65,0.26,0.46,1.41,889.43,2.13,2.10,0,,
3008,0.61,0.53,0.39,0.32,1.70,1005.77,1.19,1.76,0,,
3009,0.61,0.21,0.39,0.09,2.40,895.09,1.80,2.39,0,,
3010,0.63,0.73,0.37,0.36,2.02,1109.00,2.17,2.51,0,,
3011,0.68,0.13,0.32,0.07,1.99,750.41,1.34,2.98,1,,
3012,0.77,0.40,0.23,0.30,1.32,838.02,2.48,1.05,0,,
3013,0.30,0.92,0.70,0.58,1.59,1187.93,1.40,1.36,0,,
3014,0.45,0.67,0.55,0.31,2.14,1109.20,2.78,2.73,0,,
3015,0.64,0.72,0.36,0.34,2.11,1015.74,2.06,1.80,0,,
3016,0.61,0.86,0.39,0.36,2.37,1023.01,2.26,3.51,0,,
3017,0.56,0.61,0.44,0.27,2.25,926.04,1.41,2.52,0,,
3018,0.60,0.80,0.40,0.38,2.10,1058.28,2.03,3.05,0,,
3019,0.66,0.49,0.34,0.25,1.95,856.45,1.91,2.39,0,,
3020,0.51,0.72,0.49,0.40,1.78,1233.26,1.79,3.37,0,,
3021,0.71,0.27,0.29,0.18,1.52,850.11,1.64,2.07,0,,
3022,0.40,0.77,0.60,0.35,2.24,1135.71,2.12,2.32,0,,
3023,0.78,0.37,0.22,0.24,1.56,932.68,2.39,2.63,0,,
3024,0.63,0.30,0.37,0.22,1.38,959.52,1.97,2.54,0,,
3025,0.51,0.77,0.49,0.33,2.37,1031.19,1.75,3.17,1,,
3026,0.59,0.34,0.41,0.16,2.17,1094.78,2.00,3.20,0,,
3027,0.75,0.24,0.25,0.11,2.19,916.85,2.14,2.38,0,,
3028,0.51,0.34,0.49,0.18,1.94,976.02,1.99,2.51,0,,
3029,0.58,0.46,0.42,0.22,2.05,995.56,2.59,2.48,0,,
3030,0.68,0.68,0.32,0.37,1.87,1091.19,2.37,2.64,0,,
3031,0.56,0.82,0.44,0.31,2.61,1175.10,2.52,3.44,0,,
3032,0.52,0.91,0.48,0.44,2.08,1076.19,1.99,2.50,0,,
3033,0.38,0.82,0.62,0.44,1.86,937.79,1.38,2.07,0,,
3034,0.61,0.50,0.39,0.25,1.97,900.07,1.75,2.74,0,,
3035,0.63,0.30,0.37,0.16,1.85,772.12,2.00,2.31,0,,
3036,0.65,0.66,0.35,0.29,2.25,893.43,1.69,1.96,0,,
3037,0.79,0.41,0.21,0.23,1.79,934.42,2.37,3.04,0,,
3038,0.55,0.96,0.45,0.43,2.24,1023.74,1.96,2.32,0,,
3039,0.81,0.35,0.19,0.19,1.86,996.15,2.06,2.73,0,,
3040,0.63,0.79,0.37,0.45,1.76,1089.07,1.81,2.77,0,,
3041,0.63,0.53,0.37,0.32,1.66,914.67,1.49,1.76,0,,
3042,0.52,0.65,0.48,0.36,1.79,1024.21,1.02,1.83,0,,
3043,0.88,0.38,0.12,0.17,2.17,971.64,2.75,3.31,0,,
3044,0.51,0.54,0.49,0.22,2.46,1051.77,2.38,2.77,0,,
3045,0.65,0.53,0.35,0.27,1.96,914.27,2.22,2.00,0,,
3046,0.73,0.61,0.27,0.28,2.21,1115.08,2.12,3.54,0,,
3047,0.60,0.35,0.40,0.16,2.25,978.32,2.51,2.77,0,,
3048,0.58,0.52,0.42,0.32,1.64,1121.42,1.76,2.82,0,,
3049,0.64,0.39,0.36,0.22,1.82,1031.04,1.98,2.68,0,,
3050,0.75,0.51,0.25,0.31,1.63,950.37,2.04,2.71,0,,
3051,0.48,0.79,0.52,0.42,1.88,1048.42,1.26,2.28,0,,
3052,0.58,0.27,0.42,0.12,2.30,874.26,1.97,2.10,0,,
3053,0.67,0.45,0.33,0.21,2.08,1068.79,2.42,3.16,0,,
3054,0.48,0.58,0.52,0.30,1.95,1134.50,2.28,3.30,0,,
3055,0.56,0.21,0.44,0.09,2.39,952.47,1.58,2.57,0,,
3056,0.73,0.04,0.27,0.02,1.95,791.79,2.22,2.79,0,,
3057,0.54,0.34,0.46,0.15,2.34,988.93,1.77,2.04,0,,
3058,0.78,0.44,0.22,0.35,1.26,847.83,2.27,2.20,0,,
3059,0.71,0.74,0.29,0.44,1.68,975.02,2.49,2.78,0,,
3060,0.58,0.56,0.42,0.24,2.33,985.09,2.00,2.62,0,,
3061,0.56,0.56,0.44,0.26,2.12,1015.56,2.07,2.50,0,,
3062,0.59,0.75,0.41,0.32,2.35,1040.73,2.39,2.34,0,,
3063,0.79,0.58,0.21,0.34,1.69,1029.81,2.54,2.15,0,,
3064,0.52,0.81,0.48,0.40,2.00,996.70,1.91,2.62,0,,
3065,0.47,0.95,0.53,0.57,1.67,1216.80,2.65,2.09,0,,
3066,0.48,0.72,0.52,0.37,1.96,1147.15,2.09,1.63,0,,
3067,0.66,0.40,0.34,0.17,2.28,1004.25,2.62,2.65,0,,
3068,0.64,0.93,0.36,0.52,1.79,1095.28,1.94,2.66,0,,
3069,0.70,0.30,0.30,0.18,1.64,783.08,1.49,2.93,0,,
3070,0.57,0.49,0.43,0.24,2.08,1046.96,2.49,2.70,0,,
3071,0.57,0.80,0.43,0.39,2.04,1058.37,2.09,2.08,0,,
3072,0.68,0.54,0.32,0.30,1.79,927.73,2.11,2.22,0,,
3073,0.51,0.58,0.49,0.33,1.79,1064.09,1.39,1.31,0,,
3074,0.51,0.67,0.49,0.32,2.12,1096.37,1.86,2.51,0,,
3075,0.53,0.44,0.47,0.18,2.40,1171.61,2.87,3.31,0,,
3076,0.68,0.38,0.32,0.16,2.36,970.74,2.24,3.36,0,,
3077,0.73,0.30,0.27,0.11,2.76,828.29,2.54,2.62,0,,
3078,0.53,0.87,0.47,0.39,2.25,953.23,1.48,2.23,0,,
3079,0.46,0.57,0.54,0.24,2.35,939.30,2.50,2.80,0,,
3080,0.73,0.24,0.27,0.10,2.27,803.16,1.54,2.99,0,,
3081,0.82,0.60,0.18,0.30,1.99,904.32,1.42,2.93,0,,
3082,0.46,0.70,0.54,0.30,2.30,1142.47,2.29,3.03,0,,
3083,0.61,0.36,0.39,0.17,2.08,898.37,2.54,2.61,1,,
3084,0.48,0.56,0.52,0.35,1.59,950.31,1.96,2.08,0,,
3085,0.50,0.73,0.50,0.36,2.02,922.39,2.17,2.81,0,,
3086,0.72,0.47,0.28,0.32,1.46,963.22,1.74,1.70,0,,
3087,0.64,0.46,0.36,0.23,1.99,966.81,1.86,1.63,0,,
3088,0.68,0.46,0.32,0.25,1.85,913.22,2.14,2.75,0,,
3089,0.58,0.53,0.42,0.26,2.02,987.67,1.61,2.57,0,,
3090,0.48,0.84,0.52,0.34,2.49,1055.24,2.47,2.51,0,,
3091,0.59,0.79,0.41,0.35,2.26,1099.81,2.12,2.89,0,,
3092,0.81,0.91,0.19,0.42,2.16,1195.22,2.65,2.63,0,,
3093,0.48,0.54,0.52,0.26,2.06,1053.58,1.92,2.68,0,,
3094,0.60,0.38,0.40,0.24,1.60,1025.39,2.57,2.17,0,,
3095,0.65,0.64,0.35,0.27,2.33,1051.71,2.89,3.40,0,,
3096,0.81,0.68,0.19,0.37,1.83,974.51,2.50,3.00,0,,
3097,0.56,0.57,0.44,0.27,2.12,1188.28,2.28,2.96,0,,
3098,0.58,0.62,0.42,0.40,1.57,868.83,1.04,1.61,0,,
3099,0.57,0.50,0.43,0.23,2.14,950.99,1.96,2.24,0,,
3100,0.71,0.35,0.29,0.19,1.79,1016.86,2.40,1.93,0,,
3101,0.67,0.77,0.33,0.46,1.67,1004.49,1.77,1.96,0,,
3102,0.69,0.60,0.31,0.37,1.63,1015.21,1.67,2.77,0,,
3103,0.42,0.75,0.58,0.39,1.92,1040.58,2.23,1.66,0,,
3104,0.68,0.67,0.32,0.28,2.37,1128.67,2.17,3.43,0,,
3105,0.62,0.61,0.38,0.24,2.58,1097.95,3.05,3.61,0,,
3106,0.69,0.65,0.31,0.40,1.65,945.07,2.25,2.79,1,,
3107,0.51,0.77,0.49,0.43,1.79,1037.00,1.71,1.60,0,,
3108,0.60,0.30,0.40,0.13,2.40,910.12,2.25,3.32,0,,
3109,0.59,0.44,0.41,0.19,2.36,1041.47,2.26,2.46,0,,
3110,0.51,0.48,0.49,0.28,1.70,790.82,1.07,1.16,0,,
3111,0.53,0.76,0.47,0.46,1.66,1126.91,2.04,1.99,0,,
3112,0.52,0.61,0.48,0.35,1.71,878.48,1.75,2.12,0,,
3113,0.81,0.69,0.19,0.39,1.80,798.09,2.19,2.72,0,,
3114,0.58,0.60,0.42,0.25,2.43,1001.59,1.82,2.99,0,,
3115,0.50,0.70,0.50,0.37,1.92,1150.19,2.13,2.38,0,,
3116,0.57,0.56,0.43,0.25,2.26,1145.90,2.32,2.96,0,,
3117,0.51,0.28,0.49,0.13,2.10,1066.75,2.71,2.41,0,,
3118,0.39,0.75,0.61,0.37,2.00,967.19,1.03,2.20,0,,
3119,0.48,0.80,0.52,0.33,2.43,1160.77,2.38,2.67,0,,
3120,0.71,0.42,0.29,0.20,2.06,891.33,1.80,2.38,0,,
3121,0.68,0.49,0.32,0.23,2.15,758.80,1.38,2.35,0,,
3122,0.61,0.51,0.39,0.22,2.32,1085.49,2.77,3.01,0,,
3123,0.66,0.54,0.34,0.34,1.61,872.95,2.26,2.97,0,,
3124,0.61,0.46,0.39,0.20,2.34,882.90,2.24,2.69,0,,
3125,0.48,0.70,0.52,0.38,1.82,908.61,2.09,1.48,0,,
3126,0.65,0.59,0.35,0.26,2.25,968.79,2.33,2.76,0,,
3127,0.63,0.61,0.37,0.27,2.24,1111.68,2.00,3.03,0,,
3128,0.62,0.51,0.38,0.21,2.45,880.17,2.02,2.92,0,,
3129,0.53,0.53,0.47,0.23,2.27,1162.16,1.91,2.48,0,,
3130,0.50,0.60,0.50,0.25,2.36,995.48,1.93,2.14,0,,
3131,0.61,0.41,0.39,0.21,1.99,935.27,2.02,2.77,0,,
3132,0.63,0.38,0.37,0.22,1.67,965.74,2.02,1.87,0,,
3133,0.51,0.52,0.49,0.26,2.01,1133.43,2.38,2.46,0,,
3134,0.53,0.40,0.47,0.17,2.42,928.50,2.46,2.62,0,,
3135,0.55,0.30,0.45,0.14,2.13,1100.85,2.19,3.05,0,,
3136,0.27,0.16,0.73,0.06,2.66,1075.12,2.17,2.52,1,,
3137,0.60,0.79,0.40,0.35,2.22,934.40,1.36,1.96,0,,
3138,0.57,0.54,0.43,0.21,2.56,902.10,2.11,2.09,0,,
3139,0.61,0.62,0.39,0.32,1.95,941.11,2.25,2.64,0,,
3140,0.54,0.51,0.46,0.27,1.88,941.55,1.46,1.95,0,,
3141,0.65,0.62,0.35,0.37,1.67,1144.48,2.31,2.80,0,,
3142,0.50,0.90,0.50,0.36,2.53,980.22,2.56,2.90,0,,
3143,0.42,0.71,0.58,0.48,1.47,1316.31,1.74,2.60,0,,
3144,0.59,0.66,0.41,0.33,2.03,791.86,1.82,2.76,0,,
3145,0.61,0.65,0.39,0.35,1.84,983.76,1.44,1.84,0,,
3146,0.66,0.50,0.34,0.25,1.98,931.56,1.91,3.23,0,,
3147,0.65,0.32,0.35,0.20,1.61,925.81,2.08,1.87,1,,
3148,0.77,0.16,0.23,0.10,1.70,871.60,2.27,2.50,0,,
3149,0.61,0.42,0.39,0.16,2.58,922.59,2.40,2.80,0,,
3150,0.69,0.57,0.31,0.45,1.26,1009.47,2.55,2.95,0,,
3151,0.47,0.52,0.53,0.20,2.65,908.12,1.45,2.68,0,,
3152,0.58,0.66,0.42,0.35,1.87,944.95,1.54,2.27,0,,
3153,0.59,0.59,0.41,0.31,1.93,1121.36,1.72,1.94,0,,
3154,0.46,0.76,0.54,0.40,1.92,1144.75,1.98,2.18,0,,
3155,0.78,0.40,0.22,0.24,1.65,812.57,2.51,2.94,0,,
3156,0.57,0.63,0.43,0.28,2.24,1147.12,2.36,2.88,0,,
3157,0.71,0.60,0.29,0.34,1.75,954.39,1.71,1.83,0,,
3158,0.66,0.54,0.34,0.26,2.09,977.53,2.21,2.88,0,,
3159,0.57,0.74,0.43,0.33,2.24,1082.51,1.80,2.98,0,,
3160,0.51,0.91,0.49,0.46,1.98,1105.02,1.76,2.67,0,,
3161,0.68,0.64,0.32,0.34,1.85,1174.42,2.19,1.91,0,,
3162,0.54,0.62,0.46,0.25,2.46,1042.83,1.76,2.71,0,,
3163,0.45,0.55,0.55,0.30,1.83,1029.26,1.44,2.33,0,,
3164,0.69,0.63,0.31,0.42,1.51,962.64,2.47,1.87,0,,
3165,0.70,0.22,0.30,0.11,2.10,780.46,1.99,2.12,0,,
3166,0.60,0.49,0.40,0.33,1.47,992.41,1.47,1.84,0,,
3167,0.54,0.93,0.46,0.46,2.01,1136.61,1.53,1.72,0,,
3168,0.60,0.56,0.40,0.30,1.85,1029.54,1.89,2.41,0,,
3169,0.68,0.55,0.32,0.30,1.82,1015.32,2.01,3.13,0,,
3170,0.59,0.69,0.41,0.40,1.74,1102.66,1.64,2.29,0,,
3171,0.58,1.20,0.42,0.53,2.26,1073.49,2.48,2.51,0,,
3172,0.64,0.65,0.36,0.38,1.69,1042.77,2.34,2.79,0,,
3173,0.71,0.44,0.29,0.22,1.98,985.49,2.44,3.41,0,,
3174,0.56,0.59,0.44,0.31,1.90,968.22,2.06,2.83,0,,
3175,0.60,0.50,0.40,0.23,2.13,980.38,1.55,1.93,0,,
3176,0.64,0.58,0.36,0.29,1.98,920.83,1.44,1.55,0,,
3177,0.66,0.12,0.34,0.05,2.45,946.41,2.39,3.16,0,,
3178,0.65,0.34,0.35,0.19,1.77,887.72,1.61,2.35,0,,
3179,0.69,0.60,0.31,0.34,1.78,1130.45,2.55,2.29,0,,
3180,0.70,0.45,0.30,0.33,1.39,963.69,1.63,2.77,0,,
3181,0.47,0.45,0.53,0.19,2.33,989.31,2.17,2.60,0,,
3182,0.62,0.75,0.38,0.35,2.17,972.86,1.63,1.97,0,,
3183,0.77,0.56,0.23,0.29,1.95,731.31,2.28,2.90,0,,
3184,0.65,0.63,0.35,0.39,1.61,1010.59,2.22,2.77,0,,
3185,0.49,0.75,0.51,0.34,2.19,998.75,1.55,2.24,0,,
3186,0.65,0.38,0.35,0.20,1.94,952.51,2.24,3.35,0,,
3187,0.42,0.55,0.58,0.25,2.20,915.04,1.47,1.47,0,,
3188,0.68,0.36,0.32,0.16,2.22,1005.05,2.51,2.72,0,,
3189,0.68,0.46,0.32,0.31,1.49,880.06,1.57,2.24,0,,
3190,0.70,0.57,0.30,0.36,1.58,995.68,2.26,2.57,0,,
3191,0.48,0.57,0.52,0.28,2.02,958.50,1.42,1.44,0,,
3192,0.66,0.53,0.34,0.26,2.07,967.58,2.06,1.72,0,,
3193,0.56,0.52,0.44,0.25,2.04,1091.31,2.31,2.05,0,,
3194,0.76,0.11,0.24,0.05,2.10,863.57,2.80,2.76,0,,
3195,0.66,0.33,0.34,0.16,1.98,949.34,1.81,2.59,0,,
3196,0.53,0.70,0.47,0.27,2.58,1163.27,2.26,3.31,0,,
3197,0.73,0.60,0.27,0.31,1.95,931.84,2.88,3.34,0,,
3198,0.59,0.40,0.41,0.22,1.85,986.07,1.61,1.86,0,,
3199,0.55,0.44,0.45,0.19,2.30,1080.23,2.20,2.67,0,,
3200,0.42,0.39,0.58,0.23,1.71,1071.10,1.92,2.62,0,,
3201,0.54,0.86,0.46,0.39,2.19,1127.43,2.44,2.53,0,,
3202,0.51,0.51,0.49,0.35,1.47,1207.62,2.19,1.98,1,,
3203,0.64,0.65,0.36,0.31,2.11,902.79,0.98,2.10,0,,
3204,0.66,0.52,0.34,0.36,1.42,889.12,2.21,2.40,0,,
